  Packet #,    ADC,      Pitch,       Roll,        Yaw,   AccX,   AccY,   AccZ,  GyroX,  GyroY,  GyroZ,   MagX,   MagY,   MagZ,   Temp
     30033,    196,    -50.601,   -144.996,    142.775,   1026,    -19,    191,    -22,   -366,     -4,    251,   -570,  -1116,   3129
     30034,    195,    -50.406,   -145.628,    143.402,   1017,     12,    160,     -2,   -372,    -61,    251,   -599,  -1144,   3133
     30035,    196,    -50.211,   -146.286,    144.027,   1022,     20,    145,     -7,   -371,    -58,    259,   -591,  -1110,   3131
     30036,    196,    -49.948,   -146.690,    144.406,   1044,    -74,    123,      8,   -370,    -25,    287,   -548,  -1165,   3132
     30037,    194,    -49.591,   -146.714,    144.522,   1057,   -216,    120,     -4,   -366,    -24,    251,   -541,  -1172,   3131
     30038,    199,    -49.284,   -146.848,    144.710,   1085,   -187,    105,    -59,   -361,    -25,    223,   -526,  -1130,   3131
     30039,    194,    -49.030,   -146.964,    144.860,   1051,   -158,    149,    -30,   -342,    -13,    266,   -570,  -1144,   3132
     30040,    195,    -48.729,   -147.004,    145.072,    985,   -119,    183,    -28,   -323,     15,    172,   -635,  -1179,   3133
     30041,    198,    -48.630,   -147.614,    145.588,    966,     45,    188,    -33,   -296,    -48,    259,   -548,  -1207,   3132
     30042,    196,    -48.471,   -147.847,    145.830,    976,    -37,    200,    -14,   -263,     33,    237,   -570,  -1200,   3133
     30043,    196,    -48.279,   -148.434,    146.316,    994,     11,     71,     41,   -232,    -50,    273,   -519,  -1151,   3134
     30044,    194,    -48.182,   -148.949,    146.740,    988,     27,    136,     12,   -203,    -40,    259,   -505,  -1221,   3133
     30045,    193,    -47.957,   -148.897,    146.706,   1048,   -200,     92,    -36,   -156,     10,    259,   -534,  -1207,   3131
     30046,    194,    -47.995,   -149.236,    146.968,   1104,    -53,    113,    -60,   -110,   -101,    259,   -505,  -1234,   3132
     30047,    196,    -47.960,   -149.226,    146.972,   1058,   -115,    160,    -55,    -64,     13,    230,   -548,  -1179,   3133
     30048,    197,    -48.091,   -149.387,    147.060,   1046,    -47,    213,    -90,    -16,    -56,    266,   -541,  -1200,   3131
     30049,    198,    -48.201,   -149.515,    147.125,   1021,    -28,    213,    -64,     32,      2,    251,   -541,  -1200,   3133
     30050,    196,    -48.167,   -149.393,    147.071,   1001,   -117,    174,    -47,     79,    -11,    208,   -555,  -1269,   3131
     30051,    198,    -48.168,   -149.648,    147.207,   1008,    -37,    100,    -33,    123,    -23,    266,   -512,  -1186,   3136
     30052,    193,    -48.022,   -149.688,    147.191,   1012,   -136,     20,    -32,    172,     16,    266,   -570,  -1227,   3132
     30053,    193,    -47.880,   -149.801,    147.294,   1010,   -107,     -1,    -53,    199,    -21,    223,   -613,  -1227,   3130
     30054,    199,    -47.851,   -150.130,    147.463,   1021,    -28,      4,    -63,    241,     -4,    237,   -483,  -1200,   3133
     30055,    196,    -47.858,   -150.336,    147.527,   1026,    -62,     26,    -39,    271,    -16,    287,   -534,  -1276,   3132
     30056,    197,    -47.920,   -150.567,    147.647,   1024,    -32,     47,    -17,    296,    -49,    266,   -526,  -1227,   3129
     30057,    200,    -47.952,   -150.593,    147.703,   1016,    -62,     69,     -1,    314,    -33,    201,   -563,  -1221,   3131
     30058,    196,    -48.102,   -150.765,    147.797,   1004,    -12,    116,      0,    333,    -67,    273,   -563,  -1221,   3133
     30059,    196,    -48.275,   -150.668,    147.666,   1003,    -72,    173,     -5,    351,    -29,    287,   -577,  -1221,   3133
     30060,    196,    -48.518,   -150.356,    147.392,   1019,   -116,    232,     -4,    366,    -45,    266,   -555,  -1214,   3131
     30061,    198,    -48.817,   -149.992,    147.032,   1029,   -118,    266,      0,    378,    -16,    295,   -555,  -1144,   3133
     30062,    195,    -49.155,   -149.643,    146.736,   1035,    -86,    285,     10,    387,    -19,    237,   -512,  -1227,   3133
     30063,    194,    -49.502,   -149.420,    146.541,   1038,    -51,    274,     18,    388,    -27,    251,   -570,  -1116,   3133
     30064,    194,    -49.745,   -149.245,    146.449,   1044,    -46,    217,     21,    391,    -14,    194,   -570,  -1186,   3132
     30065,    194,    -49.932,   -149.231,    146.449,   1048,    -29,    161,     22,    390,    -15,    215,   -563,  -1137,   3133
     30066,    197,    -50.063,   -149.232,    146.444,   1050,    -45,    130,      4,    390,     -6,    237,   -599,  -1158,   3131
     30067,    194,    -50.178,   -149.143,    146.370,   1046,    -76,    143,    -12,    387,    -16,    215,   -563,  -1096,   3133
     30068,    196,    -50.323,   -149.083,    146.310,   1026,    -53,    175,     -6,    381,    -18,    244,   -591,  -1151,   3134
     30069,    198,    -50.477,   -148.923,    146.183,   1000,    -61,    222,    -13,    375,    -17,    230,   -591,  -1123,   3134
     30070,    193,    -50.700,   -148.746,    146.024,    986,    -42,    275,     -9,    365,    -16,    251,   -584,  -1144,   3135
     30071,    197,    -50.964,   -148.449,    145.783,    980,    -46,    325,     -8,    351,     -4,    223,   -541,  -1144,   3132
     30072,    194,    -51.249,   -148.184,    145.535,    983,    -42,    335,    -10,    344,    -10,    244,   -534,  -1054,   3131
     30073,    195,    -51.539,   -147.800,    145.269,    999,    -52,    357,     -6,    327,      1,    208,   -613,  -1089,   3132
     30074,    198,    -51.823,   -147.427,    144.930,   1015,    -75,    352,      7,    310,      1,    295,   -628,  -1033,   3131
     30075,    198,    -52.022,   -147.117,    144.750,   1026,    -67,    310,     12,    292,    -17,    179,   -555,  -1116,   3133
     30076,    197,    -52.139,   -146.965,    144.637,   1016,    -67,    261,     17,    270,    -18,    237,   -570,  -1033,   3134
     30077,    197,    -52.151,   -146.953,    144.650,    991,    -57,    214,     11,    243,    -31,    223,   -555,  -1047,   3136
     30078,    195,    -52.090,   -146.963,    144.676,    972,    -68,    197,      2,    215,    -27,    244,   -591,  -1068,   3134
     30079,    197,    -52.018,   -146.927,    144.745,    970,    -61,    213,     -6,    182,    -26,    165,   -584,  -1075,   3131
     30080,    195,    -52.015,   -146.725,    144.605,    989,    -98,    270,    -26,    153,     -2,    208,   -541,  -1047,   3133
     30081,    193,    -52.049,   -146.455,    144.408,    999,   -112,    298,    -25,    137,    -10,    237,   -599,  -1047,   3133
     30082,    197,    -52.180,   -146.211,    144.262,   1007,    -77,    345,    -18,    104,    -33,    201,   -534,  -1096,   3133
     30083,    199,    -52.328,   -145.998,    144.167,    994,    -56,    367,     -7,     67,    -43,    194,   -555,  -1061,   3134
     30084,    199,    -52.479,   -146.021,    144.208,    966,    -12,    360,      4,     28,    -66,    273,   -591,  -1054,   3132
     30085,    192,    -52.543,   -146.102,    144.272,    939,    -13,    343,     12,    -11,    -54,    302,   -591,  -1012,   3135
     30086,    197,    -52.489,   -146.142,    144.503,    922,    -11,    323,     19,    -53,    -69,    151,   -628,  -1103,   3134
     30087,    195,    -52.473,   -146.332,    144.729,    954,     -3,    308,     13,    -96,    -56,    259,   -620,  -1082,   3132
     30088,    196,    -52.461,   -146.458,    144.907,   1007,    -25,    299,     10,   -140,    -33,    223,   -541,  -1061,   3136
     30089,    195,    -52.523,   -146.617,    145.071,   1067,    -23,    305,      9,   -183,    -26,    280,   -584,  -1005,   3133
     30090,    198,    -52.571,   -146.637,    145.216,   1099,    -46,    314,     -6,   -203,    -15,    215,   -635,  -1123,   3133
     30091,    198,    -52.602,   -146.595,    145.318,   1122,    -77,    315,     -4,   -242,    -32,    187,   -563,  -1068,   3134
     30092,    196,    -52.620,   -146.772,    145.569,   1106,    -35,    291,     12,   -281,    -55,    237,   -584,  -1089,   3132
     30093,    197,    -52.500,   -146.880,    145.803,   1043,    -62,    281,     15,   -316,    -57,    208,   -584,  -1075,   3133
     30094,    194,    -52.220,   -146.947,    145.977,    966,    -99,    266,      4,   -351,    -67,    215,   -534,  -1068,   3134
     30095,    201,    -51.812,   -146.981,    146.147,    909,   -113,    257,    -21,   -382,    -53,    208,   -599,  -1103,   3135
     30096,    193,    -51.421,   -147.256,    146.488,    873,    -45,    258,    -10,   -407,    -61,    244,   -620,  -1151,   3134
     30097,    196,    -51.096,   -147.630,    146.926,    884,     -4,    270,    -29,   -433,    -56,    208,   -599,  -1144,   3131
     30098,    198,    -50.781,   -147.946,    147.314,    934,    -27,    243,    -12,   -456,    -37,    201,   -591,  -1068,   3132
     30099,    197,    -50.504,   -148.255,    147.737,    963,    -24,    238,      1,   -473,    -54,    194,   -628,  -1130,   3133
     30100,    194,    -50.310,   -148.730,    148.273,   1030,     10,    206,     15,   -502,    -76,    208,   -599,  -1116,   3133
     30101,    197,    -50.047,   -149.019,    148.624,   1073,    -79,    173,     -8,   -531,    -58,    230,   -591,  -1110,   3133
     30102,    197,    -49.781,   -149.505,    149.214,   1058,    -23,    143,     29,   -558,   -149,    201,   -591,  -1179,   3134
     30103,    195,    -49.375,   -149.762,    149.614,   1039,   -104,    117,     20,   -581,    -92,    158,   -505,  -1165,   3132
     30104,    199,    -48.975,   -150.168,    150.230,   1008,    -39,    119,      0,   -602,   -160,    107,   -570,  -1227,   3132
     30105,    196,    -48.621,   -150.729,    150.853,    988,     14,    141,    -25,   -623,   -102,    187,   -620,  -1193,   3134
     30106,    196,    -48.343,   -151.154,    151.339,   1013,     -7,    184,    -36,   -640,    -82,    179,   -541,  -1200,   3134
     30107,    196,    -48.177,   -151.552,    151.818,   1051,     11,    220,    -30,   -655,    -85,    194,   -599,  -1241,   3133
     30108,    195,    -48.010,   -151.840,    152.208,   1070,    -18,    222,    -31,   -662,    -65,    187,   -606,  -1193,   3132
     30109,    197,    -47.841,   -152.083,    152.538,   1110,    -51,    199,    -17,   -674,    -66,    215,   -591,  -1234,   3130
     30110,    197,    -47.664,   -152.435,    152.908,   1131,    -41,    159,    -21,   -682,    -73,    237,   -541,  -1269,   3132
     30111,    198,    -47.342,   -152.651,    153.333,   1131,    -64,     93,    -26,   -688,    -47,    122,   -613,  -1311,   3132
     30112,    198,    -46.976,   -153.038,    153.829,   1106,    -38,     45,    -42,   -690,    -69,    158,   -577,  -1359,   3132
     30113,    195,    -46.524,   -153.552,    154.349,   1052,    -22,      0,    -51,   -694,    -64,    194,   -584,  -1255,   3132
     30114,    195,    -46.013,   -154.150,    154.927,   1013,     16,    -31,    -55,   -692,    -44,    194,   -584,  -1325,   3133
     30115,    195,    -45.503,   -154.732,    155.456,   1002,     22,    -29,    -72,   -688,    -13,    201,   -577,  -1332,   3133
     30116,    195,    -45.006,   -155.160,    155.966,   1016,     12,    -22,    -75,   -684,    -11,    122,   -584,  -1352,   3132
     30117,    192,    -44.583,   -155.649,    156.421,   1024,     17,     -5,    -69,   -682,    -16,    187,   -519,  -1373,   3131
     30118,    201,    -44.194,   -156.027,    156.863,   1041,     19,     10,    -60,   -680,    -15,    129,   -519,  -1373,   3133
     30119,    198,    -43.844,   -156.441,    157.286,   1049,     19,      5,    -42,   -674,    -28,    187,   -548,  -1401,   3131
     30120,    197,    -43.460,   -156.792,    157.697,   1048,      7,    -23,    -29,   -667,    -29,    165,   -541,  -1436,   3133
     30121,    195,    -43.024,   -157.088,    158.076,   1035,    -22,    -62,    -26,   -652,    -42,    158,   -534,  -1443,   3133
     30122,    195,    -42.491,   -157.189,    158.314,   1012,   -125,   -109,    -29,   -637,    -45,    158,   -519,  -1470,   3132
     30123,    195,    -41.947,   -157.469,    158.564,    990,   -101,   -156,    -41,   -622,    -34,    237,   -541,  -1463,   3133
     30124,    196,    -41.409,   -157.763,    158.965,    991,    -10,   -170,    -37,   -603,    -22,    115,   -519,  -1512,   3133
     30125,    197,    -40.934,   -158.178,    159.359,   1006,     15,   -184,    -52,   -580,    -15,    165,   -469,  -1574,   3132
     30126,    195,    -40.462,   -158.501,    159.709,   1015,     -6,   -197,    -63,   -568,    -12,    122,   -454,  -1491,   3134
     30127,    196,    -40.056,   -158.843,    160.039,   1022,     -8,   -186,    -39,   -542,    -31,    187,   -519,  -1554,   3132
     30128,    195,    -39.708,   -159.225,    160.398,   1023,     26,   -167,    -46,   -519,    -46,    158,   -462,  -1498,   3136
     30129,    199,    -39.358,   -159.489,    160.677,   1011,    -15,   -161,    -51,   -492,    -41,    158,   -476,  -1512,   3132
     30130,    194,    -39.061,   -159.843,    161.001,   1001,     27,   -145,    -36,   -467,    -62,    179,   -498,  -1491,   3133
     30131,    198,    -38.751,   -160.054,    161.271,    997,      2,   -146,    -45,   -442,    -39,    143,   -505,  -1540,   3132
     30132,    193,    -38.492,   -160.257,    161.486,   1013,    -17,   -147,    -30,   -416,    -33,    187,   -519,  -1554,   3133
     30133,    194,    -38.256,   -160.507,    161.732,   1031,     11,   -179,    -29,   -389,    -34,    143,   -389,  -1540,   3134
     30134,    196,    -38.020,   -160.709,    161.946,   1051,     -4,   -217,    -30,   -361,    -12,    151,   -454,  -1547,   3135
     30135,    192,    -37.807,   -160.934,    162.166,   1070,      0,   -251,    -27,   -330,    -17,    187,   -505,  -1651,   3133
     30136,    194,    -37.594,   -161.125,    162.398,   1069,      4,   -262,    -32,   -313,    -28,    151,   -512,  -1588,   3132
     30137,    194,    -37.366,   -161.302,    162.605,   1052,     -4,   -284,    -35,   -277,    -19,    143,   -490,  -1554,   3134
     30138,    196,    -37.142,   -161.475,    162.774,   1026,    -16,   -275,    -43,   -243,    -19,    158,   -418,  -1637,   3132
     30139,    195,    -36.904,   -161.568,    162.928,   1000,    -19,   -270,    -44,   -207,    -11,    129,   -462,  -1609,   3133
     30140,    197,    -36.693,   -161.672,    163.049,    991,    -19,   -261,    -37,   -171,     11,    143,   -462,  -1567,   3133
     30141,    194,    -36.563,   -161.887,    163.167,    998,      7,   -238,    -47,   -134,     16,    179,   -382,  -1616,   3133
     30142,    197,    -36.438,   -161.873,    163.269,   1006,      1,   -229,    -43,    -97,     29,     93,   -454,  -1644,   3132
     30143,    197,    -36.367,   -161.920,    163.382,   1012,     13,   -220,    -43,    -61,      5,    107,   -425,  -1644,   3133
     30144,    198,    -36.292,   -161.923,    163.506,    999,     15,   -226,    -34,    -27,     -1,     93,   -469,  -1658,   3135
     30145,    198,    -36.238,   -162.077,    163.608,    996,     11,   -238,    -28,    -11,      1,    179,   -454,  -1658,   3134
     30146,    199,    -36.154,   -162.171,    163.713,    979,      9,   -260,    -22,     23,     -8,    136,   -425,  -1630,   3132
     30147,    197,    -36.047,   -162.247,    163.827,    969,     10,   -293,    -11,     55,     -6,    129,   -490,  -1595,   3133
     30148,    191,    -35.968,   -162.431,    163.934,    976,     24,   -321,     -9,     89,      4,    179,   -454,  -1644,   3131
     30149,    194,    -35.923,   -162.509,    163.996,   1008,      0,   -331,    -15,    121,     25,    151,   -454,  -1630,   3133
     30150,    198,    -35.946,   -162.564,    164.025,   1035,    -22,   -316,    -15,    155,     11,    158,   -418,  -1623,   3132
     30151,    196,    -35.993,   -162.452,    164.057,   1036,    -29,   -286,    -13,    188,      0,     93,   -483,  -1630,   3134
     30152,    196,    -36.067,   -162.448,    164.074,   1014,    -30,   -261,     -9,    216,    -18,    151,   -454,  -1616,   3131
     30153,    196,    -36.159,   -162.528,    164.092,    986,     -7,   -232,     -2,    240,    -12,    179,   -411,  -1616,   3134
     30154,    195,    -36.260,   -162.597,    164.077,    978,    -16,   -217,     -3,    256,      1,    215,   -490,  -1623,   3133
     30155,    196,    -36.351,   -162.554,    164.058,    970,    -21,   -207,     -3,    282,      1,    151,   -469,  -1588,   3136
     30156,    193,    -36.483,   -162.560,    164.043,    980,     -1,   -198,      4,    309,     12,    165,   -440,  -1616,   3134
     30157,    196,    -36.651,   -162.591,    163.996,    999,    -16,   -208,      4,    337,     19,    194,   -425,  -1602,   3135
     30158,    194,    -36.827,   -162.476,    163.971,   1023,     -4,   -215,      4,    363,     10,    100,   -418,  -1623,   3135
     30159,    197,    -37.050,   -162.495,    163.928,   1034,    -14,   -215,      2,    390,      8,    194,   -498,  -1560,   3133
     30160,    195,    -37.256,   -162.413,    163.910,   1032,    -12,   -218,     -2,    413,    -10,    129,   -490,  -1595,   3134
     30161,    197,    -37.464,   -162.368,    163.868,   1021,    -16,   -212,      1,    434,      2,    158,   -490,  -1567,   3134
     30162,    197,    -37.677,   -162.284,    163.832,   1015,    -12,   -196,      1,    452,     -2,    136,   -512,  -1560,   3134
     30163,    197,    -37.905,   -162.245,    163.819,   1012,     18,   -184,     -3,    467,      3,    115,   -476,  -1512,   3131
     30164,    195,    -38.148,   -162.186,    163.783,   1016,     10,   -167,     -7,    475,     19,    143,   -519,  -1581,   3135
     30165,    198,    -38.453,   -162.156,    163.711,   1030,      0,   -133,    -11,    490,     14,    179,   -541,  -1505,   3134
     30166,    197,    -38.801,   -162.120,    163.633,   1041,      8,   -105,     -8,    503,     15,    179,   -498,  -1560,   3132
     30167,    195,    -39.180,   -162.131,    163.513,   1043,     -4,    -86,     -3,    511,     18,    230,   -476,  -1512,   3134
     30168,    195,    -39.526,   -162.067,    163.435,   1039,      7,    -87,      5,    515,      3,    165,   -498,  -1477,   3133
     30169,    194,    -39.832,   -161.978,    163.357,   1026,      2,    -95,     10,    521,      3,    158,   -519,  -1470,   3131
     30170,    196,    -40.104,   -161.929,    163.322,   1010,     17,   -106,      7,    527,    -11,    165,   -555,  -1519,   3133
     30171,    197,    -40.344,   -161.807,    163.267,   1001,      6,   -104,      0,    529,      5,    129,   -548,  -1498,   3134
     30172,    196,    -40.601,   -161.662,    163.150,   1011,    -18,    -89,     -8,    530,     12,    129,   -462,  -1443,   3133
     30173,    197,    -40.868,   -161.506,    163.038,   1019,    -26,    -80,    -12,    529,      8,    158,   -606,  -1443,   3134
     30174,    196,    -41.177,   -161.313,    162.864,   1038,    -47,    -50,    -12,    526,     14,    165,   -526,  -1436,   3133
     30175,    196,    -41.520,   -161.173,    162.693,   1045,    -40,    -29,    -13,    522,      2,    194,   -555,  -1366,   3134
     30176,    193,    -41.851,   -160.980,    162.568,   1046,    -23,    -19,    -11,    519,      0,    136,   -570,  -1408,   3132
     30177,    198,    -42.192,   -160.854,    162.450,   1048,     -9,    -11,    -12,    514,      3,    158,   -534,  -1415,   3132
     30178,    195,    -42.524,   -160.763,    162.327,   1046,     -9,     -8,    -10,    506,      2,    172,   -534,  -1318,   3134
     30179,    194,    -42.838,   -160.684,    162.204,   1041,     -8,     -6,     -9,    498,      4,    194,   -584,  -1325,   3132
     30180,    195,    -43.130,   -160.585,    162.085,   1039,     -6,     -2,     -9,    485,     12,    172,   -519,  -1387,   3133
     30181,    198,    -43.417,   -160.496,    161.976,   1045,     -1,     -2,     -4,    476,     16,    179,   -570,  -1352,   3132
     30182,    198,    -43.701,   -160.421,    161.876,   1048,      3,      1,     -3,    471,     13,    172,   -548,  -1304,   3130
     30183,    194,    -43.983,   -160.339,    161.774,   1049,      4,     12,     -4,    462,     14,    165,   -555,  -1255,   3133
     30184,    195,    -44.247,   -160.140,    161.687,   1044,     -5,     31,     -3,    450,      8,    100,   -635,  -1248,   3133
     30185,    196,    -44.514,   -160.015,    161.584,   1028,     -1,     50,     -3,    439,     -1,    172,   -577,  -1387,   3132
     30186,    195,    -44.782,   -159.886,    161.444,   1017,     -9,     75,     -1,    421,      1,    187,   -548,  -1318,   3133
     30187,    198,    -45.038,   -159.722,    161.328,   1011,     -1,     91,     -3,    405,      0,    151,   -555,  -1338,   3133
     30188,    197,    -45.310,   -159.593,    161.165,   1013,     -8,    109,     -6,    386,     12,    215,   -606,  -1290,   3133
     30189,    196,    -45.596,   -159.450,    160.970,   1027,    -21,    120,     -6,    368,     11,    230,   -577,  -1262,   3135
     30190,    198,    -45.850,   -159.219,    160.867,   1038,    -11,    118,     -2,    346,      3,    129,   -693,  -1262,   3133
     30191,    195,    -46.092,   -158.994,    160.740,   1042,    -16,    117,      0,    335,      3,    129,   -563,  -1318,   3133
     30192,    196,    -46.319,   -158.839,    160.625,   1047,    -13,    109,     -2,    314,     -2,    143,   -505,  -1276,   3131
     30193,    193,    -46.506,   -158.668,    160.551,   1045,    -12,    101,     -2,    289,     -6,    115,   -620,  -1193,   3133
     30194,    197,    -46.667,   -158.546,    160.476,   1043,    -10,     94,     -7,    269,      1,    129,   -548,  -1207,   3133
     30195,    196,    -46.810,   -158.387,    160.395,   1043,    -21,    100,     -8,    247,      3,    143,   -635,  -1262,   3132
     30196,    198,    -46.941,   -158.220,    160.355,   1035,    -10,    111,     -6,    227,     -2,    107,   -642,  -1269,   3135
     30197,    196,    -47.060,   -158.065,    160.307,   1027,    -14,    120,     -7,    207,      0,    129,   -693,  -1234,   3129
     30198,    197,    -47.180,   -157.949,    160.241,   1017,    -13,    134,     -6,    188,     -9,    143,   -606,  -1179,   3132
     30199,    193,    -47.293,   -157.853,    160.160,   1010,    -14,    144,     -6,    168,     -4,    187,   -620,  -1276,   3131
     30200,    195,    -47.408,   -157.762,    160.053,   1007,    -22,    156,     -7,    146,    -10,    215,   -606,  -1290,   3135
     30201,    196,    -47.503,   -157.641,    159.967,   1008,    -23,    155,     -6,    135,    -12,    172,   -606,  -1221,   3131
     30202,    194,    -47.594,   -157.496,    159.877,   1014,    -25,    161,     -7,    115,     -3,    151,   -570,  -1241,   3134
     30203,    199,    -47.693,   -157.385,    159.802,   1030,    -22,    159,    -12,     95,      0,    165,   -628,  -1172,   3131
     30204,    196,    -47.802,   -157.308,    159.778,   1046,     -8,    157,      0,     76,     -8,    158,   -620,  -1248,   3132
     30205,    196,    -47.881,   -157.247,    159.800,   1048,      1,    146,    -13,     57,     -7,    115,   -591,  -1234,   3132
     30206,    196,    -47.987,   -157.205,    159.773,   1054,    -10,    164,    -22,     38,     -8,    158,   -563,  -1193,   3133
     30207,    196,    -48.118,   -157.329,    159.757,   1052,      7,    165,    -21,     17,    -15,    259,   -534,  -1193,   3135
     30208,    197,    -48.165,   -157.309,    159.747,   1040,     -8,    155,    -15,      0,     -3,    172,   -591,  -1179,   3134
     30209,    195,    -48.222,   -157.394,    159.753,   1038,      4,    154,    -14,    -17,    -10,    230,   -563,  -1193,   3135
     30210,    195,    -48.257,   -157.432,    159.769,   1035,      3,    154,    -15,    -25,     -7,    208,   -628,  -1214,   3133
     30211,    193,    -48.243,   -157.361,    159.820,   1030,      0,    149,     -9,    -40,     -6,     93,   -570,  -1214,   3133
     30212,    195,    -48.225,   -157.401,    159.852,   1022,     -1,    142,    -10,    -50,     -8,    179,   -555,  -1200,   3133
     30213,    195,    -48.170,   -157.312,    159.878,   1024,    -18,    139,    -17,    -62,      0,    107,   -599,  -1214,   3132
     30214,    194,    -48.117,   -157.288,    159.880,   1029,    -25,    131,    -17,    -73,     -2,    172,   -591,  -1234,   3130
     30215,    195,    -48.079,   -157.334,    159.878,   1033,    -21,    129,    -16,    -81,     -3,    215,   -563,  -1221,   3134
     30216,    195,    -48.057,   -157.385,    159.864,   1041,    -21,    134,    -19,    -91,      0,    237,   -599,  -1214,   3135
     30217,    195,    -48.016,   -157.327,    159.894,   1046,    -20,    137,    -23,    -99,      0,    129,   -591,  -1248,   3132
     30218,    197,    -47.966,   -157.272,    159.938,   1044,    -22,    135,    -25,   -106,     -6,    129,   -649,  -1221,   3131
     30219,    192,    -47.926,   -157.319,    159.976,   1039,    -14,    131,    -20,   -110,    -10,    187,   -577,  -1234,   3133
     30220,    198,    -47.863,   -157.312,    160.018,   1031,    -16,    133,    -25,   -117,     -2,    151,   -599,  -1241,   3133
     30221,    197,    -47.788,   -157.303,    160.071,   1027,    -16,    130,    -27,   -122,     -5,    143,   -591,  -1276,   3134
     30222,    199,    -47.709,   -157.357,    160.128,   1020,    -11,    124,    -25,   -126,     -7,    165,   -555,  -1227,   3133
     30223,    194,    -47.630,   -157.466,    160.181,   1016,     -9,    119,    -23,   -131,    -10,    208,   -541,  -1255,   3133
     30224,    196,    -47.519,   -157.530,    160.266,   1012,     -6,    109,    -26,   -136,     -9,    151,   -541,  -1269,   3134
     30225,    195,    -47.419,   -157.639,    160.338,   1012,     -8,    107,    -26,   -137,    -15,    194,   -541,  -1269,   3133
     30226,    199,    -47.331,   -157.719,    160.430,   1023,      0,    109,    -29,   -140,     -8,    165,   -599,  -1241,   3132
     30227,    198,    -47.239,   -157.689,    160.492,   1038,    -19,    107,    -25,   -143,     -4,    107,   -526,  -1283,   3133
     30228,    197,    -47.161,   -157.688,    160.591,   1047,    -12,    103,    -23,   -146,    -11,    122,   -642,  -1269,   3134
     30229,    195,    -47.099,   -157.745,    160.662,   1058,    -14,     95,    -20,   -147,     -7,    151,   -526,  -1255,   3132
     30230,    195,    -47.013,   -157.736,    160.773,   1062,    -14,     84,    -24,   -148,    -10,     93,   -613,  -1255,   3132
     30231,    195,    -46.927,   -157.756,    160.900,   1062,     -8,     80,    -29,   -152,     -6,    100,   -664,  -1234,   3133
     30232,    199,    -46.851,   -157.815,    160.964,   1060,    -20,     81,    -28,   -152,      0,    158,   -563,  -1262,   3133
     30233,    195,    -46.763,   -157.891,    161.044,   1052,    -16,     75,    -23,   -153,     -7,    158,   -548,  -1276,   3133
     30234,    198,    -46.639,   -157.911,    161.178,   1033,     -3,     74,    -24,   -156,    -10,     86,   -577,  -1304,   3134
     30235,    194,    -46.533,   -157.998,    161.347,   1027,     22,     80,    -21,   -157,     -2,    100,   -591,  -1318,   3132
     30236,    197,    -46.423,   -158.169,    161.515,   1007,     25,     80,    -24,   -155,    -23,    136,   -541,  -1255,   3133
     30237,    196,    -46.267,   -158.291,    161.605,   1006,     -4,     55,    -14,   -160,      9,    179,   -584,  -1269,   3133
     30238,    194,    -46.121,   -158.284,    161.602,   1017,    -46,     69,    -25,   -166,     13,    187,   -620,  -1304,   3135
     30239,    198,    -46.037,   -158.390,    161.708,   1024,      0,     88,    -13,   -180,    -23,    179,   -570,  -1366,   3133
     30240,    194,    -45.931,   -158.412,    161.717,   1030,    -37,     85,    -15,   -196,      6,    194,   -570,  -1311,   3133
     30241,    195,    -45.810,   -158.495,    161.813,   1031,    -18,     66,    -25,   -205,    -25,    172,   -606,  -1304,   3133
     30242,    193,    -45.669,   -158.569,    161.890,   1045,    -23,     41,    -31,   -207,      7,    151,   -541,  -1283,   3134
     30243,    195,    -45.526,   -158.602,    161.945,   1053,    -44,     31,    -26,   -204,     -7,    165,   -570,  -1338,   3132
     30244,    194,    -45.406,   -158.746,    162.072,   1062,     -9,     17,    -24,   -199,    -17,    179,   -599,  -1325,   3135
     30245,    195,    -45.256,   -158.775,    162.148,   1054,    -36,     15,    -26,   -195,     -2,    143,   -563,  -1359,   3135
     30246,    194,    -45.132,   -159.002,    162.301,   1038,     10,     12,    -30,   -189,    -24,    187,   -548,  -1276,   3133
     30247,    197,    -44.978,   -159.141,    162.470,   1039,     10,      0,    -26,   -188,    -10,    151,   -628,  -1380,   3132
     30248,    194,    -44.811,   -159.169,    162.579,   1032,    -17,      6,    -26,   -184,      0,    107,   -584,  -1311,   3131
     30249,    196,    -44.685,   -159.330,    162.732,   1022,     15,     21,    -34,   -180,    -17,    172,   -620,  -1387,   3131
     30250,    195,    -44.566,   -159.424,    162.831,   1025,      2,     27,    -22,   -174,      5,    143,   -519,  -1345,   3132
     30251,    198,    -44.452,   -159.506,    162.976,   1037,      9,     15,    -13,   -175,    -20,    115,   -519,  -1387,   3132
     30252,    195,    -44.332,   -159.648,    163.063,   1027,     -5,      8,    -11,   -176,     -6,    208,   -570,  -1408,   3135
     30253,    197,    -44.190,   -159.723,    163.191,   1021,      0,      9,    -19,   -185,    -16,    129,   -577,  -1345,   3134
     30254,    197,    -44.101,   -159.902,    163.301,   1039,      9,     20,    -31,   -202,    -11,    194,   -541,  -1338,   3134
     30255,    196,    -43.986,   -159.950,    163.363,   1035,    -21,     27,    -22,   -219,     -7,    172,   -563,  -1387,   3133
     30256,    197,    -43.869,   -159.967,    163.436,   1046,    -29,     20,    -34,   -226,    -20,    143,   -548,  -1387,   3133
