  Packet #,    ADC,      Pitch,       Roll,        Yaw,   AccX,   AccY,   AccZ,  GyroX,  GyroY,  GyroZ,   MagX,   MagY,   MagZ,   Temp
       725,   4095,     19.636,     -4.998,     48.779,    100,    204,    990,    -10,     16,      7,   -274,    288,    965,   3236
       726,   4095,     19.661,     -5.018,     48.902,    101,    207,    992,    -11,     18,      7,   -207,    355,    915,   3236
       727,   4095,     19.659,     -5.055,     49.030,    100,    206,    989,     -9,     17,      7,   -229,    318,   1022,   3236
       728,   4095,     19.656,     -5.075,     49.166,    102,    206,    991,     -9,     18,      5,   -259,    333,    922,   3236
       729,   4095,     19.635,     -5.090,     49.320,     97,    206,    994,     -9,     16,      8,   -303,    303,    936,   3235
       730,   4095,     19.627,     -5.115,     49.447,    103,    206,    995,     -9,     17,      8,   -214,    333,    907,   3236
       731,   4095,     19.687,     -5.126,     49.562,     99,    209,    991,     -9,     18,      7,   -162,    370,    929,   3235
       732,   4095,     19.717,     -5.147,     49.680,     99,    206,    996,     -9,     16,      7,   -199,    377,    950,   3236
       733,   4095,     19.707,     -5.170,     49.817,    101,    207,    991,     -9,     18,      7,   -244,    318,    965,   3234
       734,   4095,     19.723,     -5.172,     49.953,    102,    208,    993,    -10,     19,      6,   -251,    370,    929,   3235
       735,   4095,     19.729,     -5.186,     50.093,    101,    206,    992,     -9,     18,      8,   -274,    348,    907,   3237
       736,   4095,     19.726,     -5.219,     50.226,     99,    205,    993,    -10,     19,      5,   -244,    318,    922,   3236
       737,   4095,     19.799,     -5.239,     50.354,     96,    205,    988,    -10,     18,      7,   -259,    392,    922,   3234
       738,   4095,     19.789,     -5.291,     50.480,    100,    203,    992,    -10,     18,      8,   -229,    318,    965,   3236
       739,   4095,     19.781,     -5.322,     50.614,    101,    206,    991,     -9,     18,      7,   -237,    325,    986,   3236
       740,   4095,     19.822,     -5.333,     50.742,     99,    206,    994,     -9,     16,      7,   -244,    407,    979,   3236
       741,   4095,     19.832,     -5.344,     50.884,     99,    206,    994,     -9,     18,      8,   -288,    377,   1007,   3235
       742,   4095,     19.784,     -5.360,     51.041,    102,    209,    990,     -9,     18,      7,   -274,    274,    979,   3236
       743,   4095,     19.762,     -5.386,     51.176,    100,    206,    997,     -8,     16,      7,   -229,    318,    950,   3236
       744,   4095,     19.778,     -5.419,     51.305,     99,    206,    990,    -10,     17,      6,   -222,    325,    957,   3235
       745,   4095,     19.750,     -5.438,     51.461,     99,    206,    994,    -11,     19,      7,   -311,    311,   1000,   3234
       746,   4095,     19.728,     -5.470,     51.609,    100,    206,    990,     -9,     17,      7,   -266,    281,    943,   3235
       747,   4095,     19.734,     -5.517,     51.729,     99,    204,    995,     -9,     19,      7,   -185,    318,    950,   3235
       748,   4095,     19.755,     -5.522,     51.872,     98,    208,    993,     -9,     18,      7,   -259,    348,    979,   3234
       749,   4095,     19.773,     -5.542,     52.005,     99,    207,    993,    -11,     17,      7,   -222,    340,    957,   3233
       750,   4095,     19.789,     -5.568,     52.141,     99,    206,    991,    -10,     17,      6,   -237,    325,    929,   3237
       751,   4095,     19.869,     -5.571,     52.268,     98,    207,    990,     -8,     17,      6,   -229,    407,    893,   3235
       752,   4095,     19.886,     -5.573,     52.401,    100,    209,    996,     -9,     17,      6,   -207,    355,    900,   3237
       753,   4095,     19.906,     -5.585,     52.550,     99,    204,    994,     -9,     18,      7,   -340,    399,    972,   3236
       754,   4095,     19.911,     -5.608,     52.679,    102,    206,    994,     -7,     18,      5,   -229,    362,    979,   3236
       755,   4095,     19.905,     -5.651,     52.818,    100,    203,    992,     -8,     18,      8,   -266,    325,    943,   3236
       756,   4095,     19.928,     -5.664,     52.969,     97,    208,    987,     -9,     18,      8,   -274,    318,    936,   3234
       757,   4095,     19.944,     -5.659,     53.106,     99,    210,    998,    -10,     18,      6,   -207,    355,    900,   3235
       758,   4095,     19.966,     -5.674,     53.254,     99,    206,    990,     -9,     17,      6,   -296,    355,    915,   3235
       759,   4095,     19.999,     -5.703,     53.390,     97,    205,    990,     -9,     18,      6,   -251,    340,    886,   3235
       760,   4095,     20.005,     -5.739,     53.522,     99,    204,    995,    -11,     18,      6,   -244,    348,    936,   3234
       761,   4095,     20.053,     -5.784,     53.631,     98,    207,    989,    -10,     18,      7,   -118,    340,    957,   3235
       762,   4095,     20.074,     -5.788,     53.773,     98,    208,    994,     -9,     18,      6,   -259,    377,    993,   3234
       763,   4095,     20.065,     -5.804,     53.923,    100,    209,    990,    -10,     18,      6,   -244,    303,    922,   3235
       764,   4095,     20.082,     -5.850,     54.054,     99,    204,    989,     -9,     19,      7,   -229,    333,    950,   3235
       765,   4095,     20.091,     -5.906,     54.176,    100,    203,    991,     -9,     18,      7,   -192,    325,    915,   3235
       766,   4095,     20.112,     -5.905,     54.315,     99,    209,    995,     -9,     17,      7,   -222,    370,    943,   3236
       767,   4095,     20.107,     -5.919,     54.461,    101,    208,    992,    -10,     17,      7,   -244,    333,    936,   3234
       768,   4095,     20.096,     -5.939,     54.605,    101,    207,    994,     -9,     19,      7,   -244,    333,    950,   3235
       769,   4095,     20.132,     -5.968,     54.733,     98,    206,    991,     -8,     19,      7,   -192,    340,    872,   3236
       770,   4095,     20.150,     -6.021,     54.853,     98,    204,    992,     -9,     18,      7,   -177,    340,   1000,   3234
       771,   4095,     20.174,     -6.057,     54.989,    100,    206,    985,     -9,     19,      7,   -229,    333,    979,   3235
       772,   4095,     20.194,     -6.088,     55.120,    101,    205,    991,     -9,     18,      7,   -222,    370,    972,   3237
       773,   4095,     20.173,     -6.117,     55.269,    101,    205,    993,     -9,     16,      7,   -266,    325,    943,   3235
       774,   4095,     20.243,     -6.114,     55.403,     98,    208,    991,     -9,     18,      6,   -244,    436,    993,   3235
       775,   4095,     20.255,     -6.154,     55.528,    101,    204,    993,     -9,     17,      6,   -199,    362,    936,   3237
       776,   4095,     20.248,     -6.182,     55.675,     99,    207,    990,     -8,     18,      7,   -237,    311,    972,   3237
       777,   4095,     20.235,     -6.218,     55.826,    100,    207,    986,    -10,     18,      6,   -244,    288,    979,   3235
       778,   4095,     20.197,     -6.245,     55.972,    102,    205,    998,     -9,     17,      6,   -251,    325,    943,   3237
       779,   4095,     20.173,     -6.261,     56.133,    102,    209,    988,     -9,     18,      7,   -266,    296,   1000,   3235
       780,   4095,     20.158,     -6.304,     56.280,    103,    206,    985,    -11,     17,      6,   -244,    288,    979,   3234
       781,   4095,     20.157,     -6.321,     56.436,    102,    208,    987,    -11,     18,      6,   -266,    311,    943,   3235
       782,   4095,     20.196,     -6.336,     56.568,     96,    207,    997,    -10,     18,      7,   -185,    362,    922,   3236
       783,   4095,     20.233,     -6.382,     56.687,    100,    203,    992,    -10,     17,      6,   -192,    385,   1015,   3235
       784,   4095,     20.295,     -6.390,     56.827,     98,    207,    988,     -9,     16,      6,   -251,    399,    972,   3236
       785,   4095,     20.267,     -6.424,     56.977,     98,    206,    995,     -8,     17,      6,   -244,    303,   1036,   3235
       786,   4095,     20.279,     -6.443,     57.129,    101,    207,    987,    -10,     17,      5,   -259,    318,    879,   3236
       787,   4095,     20.287,     -6.461,     57.268,    102,    207,    992,     -8,     16,      5,   -214,    348,    936,   3234
       788,   4095,     20.296,     -6.494,     57.398,    103,    204,    995,    -10,     18,      7,   -207,    370,    929,   3235
       789,   4095,     20.344,     -6.501,     57.538,     99,    208,    990,     -9,     17,      8,   -222,    385,    972,   3235
       790,   4095,     20.365,     -6.513,     57.687,     98,    208,    991,    -10,     18,      7,   -244,    348,    979,   3235
       791,   4095,     20.408,     -6.526,     57.826,     95,    207,    995,     -9,     17,      8,   -214,    377,    965,   3234
       792,   4095,     20.421,     -6.540,     57.983,     99,    207,    990,     -9,     19,      7,   -281,    340,    929,   3236
       793,   4095,     20.445,     -6.567,     58.127,     97,    205,    992,     -8,     17,      7,   -251,    355,    957,   3234
       794,   4095,     20.430,     -6.621,     58.273,    100,    202,    992,    -10,     20,      6,   -266,    311,    915,   3235
       795,   4095,     20.439,     -6.659,     58.399,    102,    206,    992,    -10,     16,      7,   -155,    348,    979,   3236
       796,   4095,     20.438,     -6.655,     58.546,     99,    208,   1003,    -10,     16,      6,   -229,    377,    922,   3236
       797,   4095,     20.482,     -6.715,     58.677,    100,    203,    981,     -9,     19,      7,   -222,    340,    986,   3236
       798,   4095,     20.461,     -6.750,     58.823,     98,    204,    999,     -9,     18,      6,   -244,    333,    993,   3236
       799,   4095,     20.448,     -6.753,     58.983,     98,    208,    999,    -10,     17,      7,   -251,    325,    900,   3235
       800,   4095,     20.484,     -6.804,     59.120,     99,    204,    984,    -10,     19,      6,   -222,    325,    943,   3235
       801,   4095,     20.486,     -6.804,     59.268,     99,    208,   1000,     -8,     17,      7,   -222,    370,    972,   3236
       802,   4095,     20.473,     -6.813,     59.416,     99,    207,   1002,     -9,     17,      7,   -214,    333,    864,   3236
       803,   4095,     20.545,     -6.862,     59.541,     95,    204,    986,    -10,     17,      6,   -177,    355,    943,   3235
       804,   4095,     20.586,     -6.856,     59.681,     98,    209,    997,     -9,     17,      8,   -199,    407,    979,   3236
       805,   4095,     20.589,     -6.881,     59.823,     97,    205,    999,     -9,     18,      7,   -229,    362,    993,   3235
       806,   4095,     20.609,     -6.927,     59.969,     99,    203,    988,     -9,     19,      6,   -259,    333,    922,   3235
       807,   4095,     20.607,     -6.936,     60.130,     99,    206,    996,     -8,     16,      7,   -288,    348,    893,   3234
       808,   4095,     20.621,     -6.947,     60.286,     97,    208,    993,     -9,     19,      7,   -251,    340,    972,   3235
       809,   4095,     20.665,     -6.986,     60.418,     98,    204,    991,    -11,     19,      6,   -207,    370,    929,   3235
       810,   4095,     20.692,     -6.988,     60.560,    101,    208,    994,     -9,     16,      5,   -229,    407,    993,   3235
       811,   4095,     20.695,     -6.986,     60.719,     98,    208,    999,    -10,     16,      7,   -274,    377,    979,   3235
       812,   4095,     20.750,     -7.029,     60.855,     97,    205,    984,     -9,     17,      6,   -207,    340,    900,   3237
       813,   4095,     20.755,     -7.066,     60.999,     99,    204,    994,    -10,     16,      7,   -244,    362,    993,   3233
       814,   4095,     20.777,     -7.048,     61.152,    100,    210,    998,     -9,     17,      7,   -237,    399,    915,   3234
       815,   4095,     20.795,     -7.101,     61.296,     98,    204,    986,     -8,     18,      8,   -237,    325,   1000,   3233
       816,   4095,     20.795,     -7.169,     61.434,    100,    204,    985,     -9,     17,      7,   -185,    288,    965,   3236
       817,   4095,     20.793,     -7.198,     61.576,    100,    206,    995,     -8,     17,      7,   -192,    340,    943,   3235
       818,   4095,     20.789,     -7.200,     61.726,    104,    208,    996,     -9,     17,      7,   -229,    377,    936,   3233
       819,   4095,     20.841,     -7.203,     61.874,     97,    207,    993,     -9,     18,      6,   -259,    407,    950,   3235
       820,   4095,     20.833,     -7.216,     62.038,     99,    208,    993,     -9,     17,      6,   -274,    333,    993,   3234
       821,   4095,     20.885,     -7.226,     62.187,    100,    207,    988,    -10,     17,      7,   -259,    392,    907,   3233
       822,   4095,     20.853,     -7.265,     62.336,    100,    207,    995,    -10,     18,      7,   -199,    303,   1022,   3234
       823,   4095,     20.863,     -7.299,     62.473,    100,    205,    995,     -9,     17,      6,   -192,    355,    943,   3234
       824,   4095,     20.880,     -7.313,     62.622,     99,    208,    993,     -9,     19,      6,   -222,    355,    972,   3234
       825,   4095,     20.866,     -7.341,     62.778,    102,    205,    994,     -9,     17,      7,   -274,    348,    979,   3237
       826,   4095,     20.892,     -7.357,     62.925,     98,    208,    993,    -10,     18,      7,   -207,    355,    972,   3235
       827,   4095,     20.885,     -7.390,     63.083,    103,    206,    988,     -9,     17,      7,   -266,    325,    972,   3234
       828,   4095,     20.883,     -7.408,     63.246,    101,    208,    990,    -10,     17,      7,   -266,    325,    986,   3234
       829,   4095,     20.894,     -7.418,     63.411,     99,    208,    992,    -10,     18,      8,   -281,    340,    957,   3235
       830,   4095,     20.923,     -7.430,     63.570,     98,    208,    991,    -10,     19,      8,   -259,    348,    950,   3236
       831,   4095,     20.937,     -7.454,     63.724,     99,    206,    993,    -10,     17,      6,   -259,    348,    950,   3234
       832,   4095,     20.961,     -7.479,     63.869,    101,    205,    993,     -9,     18,      8,   -244,    377,    950,   3234
       833,   4095,     20.979,     -7.503,     64.008,     99,    205,    999,     -8,     19,      8,   -207,    385,    972,   3236
       834,   4095,     20.984,     -7.532,     64.149,    104,    205,    994,     -9,     18,      6,   -222,    370,    943,   3234
       835,   4095,     20.988,     -7.543,     64.316,    101,    207,    993,    -10,     18,      7,   -311,    355,    957,   3235
       836,   4095,     21.027,     -7.559,     64.454,    101,    207,    993,     -9,     18,      6,   -192,    385,    929,   3234
       837,   4095,     21.035,     -7.572,     64.612,    100,    208,    993,     -8,     17,      7,   -251,    340,    943,   3234
       838,   4095,     21.035,     -7.610,     64.769,     98,    206,    992,    -10,     18,      6,   -244,    303,    950,   3235
       839,   4095,     21.072,     -7.640,     64.912,     99,    207,    989,    -10,     19,      7,   -192,    340,    929,   3235
       840,   4095,     21.091,     -7.669,     65.061,     98,    207,    992,     -9,     18,      6,   -207,    325,    929,   3235
       841,   4095,     21.130,     -7.704,     65.200,     99,    206,    989,     -9,     18,      6,   -192,    355,    957,   3234
       842,   4095,     21.162,     -7.719,     65.359,     97,    207,    992,     -8,     19,      8,   -274,    362,    979,   3233
       843,   4095,     21.188,     -7.727,     65.517,    100,    207,    993,     -9,     16,      7,   -274,    377,    922,   3235
       844,   4095,     21.195,     -7.757,     65.663,    102,    206,    993,    -10,     18,      7,   -214,    348,    922,   3233
       845,   4095,     21.192,     -7.789,     65.811,    101,    207,    993,     -9,     18,      7,   -192,    325,    957,   3235
       846,   4095,     21.213,     -7.798,     65.950,    101,    209,    997,    -10,     19,      6,   -155,    377,    950,   3235
       847,   4095,     21.202,     -7.845,     66.102,    103,    204,    991,    -10,     17,      7,   -251,    325,    957,   3234
       848,   4095,     21.246,     -7.870,     66.243,    100,    207,    989,    -10,     16,      6,   -192,    370,    957,   3233
       849,   4095,     21.297,     -7.919,     66.374,    100,    205,    985,    -10,     16,      7,   -162,    355,    943,   3234
       850,   4095,     21.337,     -7.939,     66.526,     99,    206,    990,     -8,     18,      7,   -259,    377,    950,   3234
       851,   4095,     21.374,     -7.940,     66.678,    102,    209,    990,     -9,     17,      7,   -229,    392,    950,   3234
       852,   4095,     21.327,     -7.970,     66.849,    104,    208,    992,    -10,     17,      7,   -251,    281,    957,   3233
       853,   4095,     21.307,     -8.026,     67.006,    101,    204,    991,    -12,     18,      6,   -244,    288,    950,   3232
       854,   4095,     21.329,     -8.035,     67.165,    101,    207,    994,    -10,     18,      7,   -266,    370,    915,   3235
       855,   4095,     21.353,     -8.070,     67.310,     97,    208,    991,    -11,     18,      7,   -155,    318,    979,   3234
       856,   4095,     21.392,     -8.074,     67.483,     96,    209,    989,     -9,     16,      6,   -311,    355,   1015,   3234
       857,   4095,     21.433,     -8.096,     67.637,     96,    207,    991,    -10,     17,      7,   -237,    355,    972,   3232
       858,   4095,     21.459,     -8.122,     67.786,     98,    206,    994,     -9,     16,      7,   -222,    370,   1000,   3234
       859,   4095,     21.483,     -8.136,     67.934,    102,    207,    993,     -9,     17,      7,   -229,    392,    979,   3231
       860,   4095,     21.482,     -8.179,     68.110,     99,    205,    987,     -9,     16,      7,   -318,    288,    936,   3236
       861,   4095,     21.467,     -8.179,     68.284,    101,    210,    996,     -9,     18,      8,   -266,    325,    957,   3234
       862,   4095,     21.480,     -8.207,     68.434,    102,    207,    991,    -10,     17,      7,   -199,    333,    907,   3233
       863,   4095,     21.499,     -8.249,     68.577,    100,    205,    992,    -10,     19,      6,   -199,    348,    993,   3233
       864,   4095,     21.527,     -8.272,     68.738,     98,    207,    990,     -9,     17,      6,   -251,    325,    900,   3235
       865,   4095,     21.548,     -8.294,     68.899,     99,    206,    993,    -11,     18,      6,   -288,    362,    993,   3237
       866,   4095,     21.551,     -8.324,     69.062,    101,    208,    989,    -10,     19,      7,   -229,    303,    950,   3232
       867,   4095,     21.559,     -8.351,     69.218,    100,    207,    993,    -10,     18,      5,   -229,    333,    979,   3236
       868,   4095,     21.526,     -8.416,     69.370,    103,    201,    996,    -10,     19,      7,   -251,    311,    986,   3233
       869,   4095,     21.514,     -8.441,     69.535,    102,    206,    996,    -10,     20,      7,   -259,    318,    936,   3235
       870,   4095,     21.548,     -8.451,     69.692,     99,    208,    994,    -12,     19,      8,   -229,    362,    965,   3231
       871,   4095,     21.635,     -8.463,     69.830,     99,    207,    988,    -10,     19,      5,   -199,    407,    907,   3234
       872,   4095,     21.683,     -8.474,     69.986,     98,    209,    990,    -11,     19,      8,   -214,    362,    979,   3233
       873,   4095,     21.675,     -8.502,     70.147,     98,    206,    999,    -10,     19,      8,   -237,    325,    972,   3233
       874,   4095,     21.733,     -8.490,     70.318,    102,    210,    986,    -10,     20,      8,   -311,    385,    915,   3233
       875,   4095,     21.731,     -8.535,     70.468,     99,    205,    996,    -11,     19,      6,   -199,    318,    950,   3233
       876,   4095,     21.736,     -8.555,     70.617,    101,    206,    999,     -9,     20,      5,   -214,    362,    936,   3232
       877,   4095,     21.771,     -8.576,     70.770,    100,    206,    993,    -10,     19,      9,   -244,    377,    965,   3234
       878,   4095,     21.807,     -8.609,     70.918,     96,    207,    992,     -9,     19,      8,   -177,    340,   1000,   3235
       879,   4095,     21.844,     -8.653,     71.061,    101,    204,    989,    -10,     19,      7,   -214,    362,    950,   3233
       880,   4095,     21.858,     -8.683,     71.215,     97,    205,    998,    -10,     18,      8,   -222,    340,    915,   3235
       881,   4095,     21.883,     -8.705,     71.383,     96,    207,    992,     -8,     16,      6,   -274,    333,    993,   3235
       882,   4095,     21.919,     -8.756,     71.533,     96,    202,    992,    -10,     17,      6,   -266,    355,    986,   3232
       883,   4095,     21.978,     -8.770,     71.690,     97,    208,    988,     -9,     17,      7,   -237,    370,    972,   3234
       884,   4095,     22.002,     -8.797,     71.841,    100,    207,    991,    -10,     18,      6,   -192,    340,    915,   3233
       885,   4095,     22.029,     -8.823,     72.000,     98,    208,    989,     -9,     18,      6,   -207,    325,    957,   3235
       886,   4095,     22.026,     -8.844,     72.169,    100,    207,    994,     -8,     17,      6,   -266,    325,    957,   3233
       887,   4095,     21.989,     -8.864,     72.341,    101,    208,    999,     -9,     17,      6,   -237,    296,    957,   3234
       888,   4095,     21.985,     -8.898,     72.504,    102,    206,    992,    -10,     17,      8,   -237,    311,    929,   3233
       889,   4095,     22.043,     -8.924,     72.643,     99,    205,    992,     -9,     17,      8,   -192,    399,    957,   3232
       890,   4095,     22.067,     -8.930,     72.803,    101,    208,    994,     -9,     18,      7,   -244,    377,    993,   3235
       891,   4095,     22.064,     -8.944,     72.984,     99,    207,    996,     -9,     18,      7,   -325,    325,    972,   3233
       892,   4095,     22.098,     -8.965,     73.132,    100,    207,    993,    -10,     18,      8,   -185,    362,    936,   3231
       893,   4095,     22.134,     -8.970,     73.282,    100,    207,    998,    -10,     18,      8,   -222,    414,    986,   3233
       894,   4095,     22.144,     -9.000,     73.447,    100,    206,    992,     -8,     19,      7,   -274,    333,   1007,   3234
       895,   4095,     22.176,     -9.026,     73.612,     98,    206,    991,    -10,     16,      6,   -281,    340,    943,   3230
       896,   4095,     22.226,     -9.053,     73.771,     97,    206,    989,     -9,     17,      7,   -259,    348,    936,   3234
       897,   4095,     22.263,     -9.066,     73.938,     99,    208,    990,    -10,     18,      6,   -274,    348,    936,   3234
       898,   4095,     22.294,     -9.098,     74.085,    100,    206,    991,     -9,     17,      6,   -192,    355,    943,   3231
       899,   4095,     22.298,     -9.151,     74.242,     97,    203,    995,     -9,     17,      7,   -251,    325,   1015,   3232
       900,   4095,     22.314,     -9.168,     74.407,     98,    208,    995,    -11,     18,      7,   -222,    325,    915,   3233
       901,   4095,     22.337,     -9.202,     74.559,    100,    205,    993,    -10,     17,      7,   -222,    355,    957,   3234
       902,   4095,     22.386,     -9.217,     74.709,     99,    207,    992,    -10,     18,      6,   -207,    370,    886,   3233
       903,   4095,     22.419,     -9.247,     74.867,    100,    206,    989,    -10,     18,      6,   -244,    348,    950,   3233
       904,   4095,     22.446,     -9.292,     75.020,     99,    205,    989,    -10,     17,      7,   -214,    333,    965,   3232
       905,   4095,     22.468,     -9.308,     75.176,    104,    207,    990,     -9,     17,      5,   -237,    370,    943,   3233
       906,   4095,     22.508,     -9.334,     75.315,    101,    206,    992,     -9,     17,      7,   -155,    392,    965,   3234
       907,   4095,     22.548,     -9.366,     75.470,     97,    204,    993,     -8,     19,      6,   -266,    370,    972,   3234
       908,   4095,     22.566,     -9.393,     75.628,     99,    207,    992,     -9,     16,      7,   -207,    340,    972,   3233
       909,   4095,     22.592,     -9.395,     75.799,     98,    210,    993,    -10,     18,      6,   -237,    340,    943,   3232
       910,   4095,     22.616,     -9.430,     75.957,     95,    206,    994,    -10,     17,      7,   -207,    325,    957,   3233
       911,   4095,     22.664,     -9.442,     76.107,     98,    207,    994,    -10,     17,      7,   -207,    399,    972,   3235
       912,   4095,     22.672,     -9.471,     76.265,    102,    206,    992,     -8,     17,      7,   -229,    348,    965,   3234
       913,   4095,     22.685,     -9.501,     76.431,     99,    205,    994,    -11,     18,      7,   -266,    325,    886,   3233
       914,   4095,     22.707,     -9.509,     76.604,     98,    208,    994,     -9,     16,      7,   -266,    325,    857,   3234
       915,   4095,     22.740,     -9.531,     76.756,    102,    205,    992,     -7,     19,      5,   -259,    392,    965,   3234
       916,   4095,     22.746,     -9.564,     76.927,    101,    206,    990,     -9,     17,      6,   -281,    311,    943,   3231
       917,   4095,     22.762,     -9.589,     77.091,     98,    206,    995,    -11,     17,      7,   -251,    340,    957,   3233
       918,   4095,     22.780,     -9.637,     77.259,     97,    206,    988,    -10,     17,      6,   -237,    281,    957,   3235
       919,   4095,     22.834,     -9.665,     77.401,     98,    206,    991,    -10,     17,      7,   -162,    385,    972,   3233
       920,   4095,     22.875,     -9.727,     77.547,     97,    203,    987,    -10,     18,      7,   -199,    333,    993,   3232
       921,   4095,     22.848,     -9.772,     77.731,     99,    207,    991,     -8,     17,      6,   -259,    244,   1007,   3233
       922,   4095,     22.871,     -9.795,     77.896,    100,    208,    989,    -11,     17,      6,   -214,    318,    936,   3233
       923,   4095,     22.927,     -9.811,     78.039,    100,    207,    990,     -8,     17,      6,   -155,    392,    950,   3232
       924,   4095,     22.956,     -9.817,     78.198,     99,    208,    995,    -10,     17,      7,   -207,    370,    957,   3232
       925,   4095,     22.996,     -9.838,     78.339,    102,    206,    992,    -10,     17,      7,   -162,    414,   1015,   3231
       926,   4095,     23.015,     -9.889,     78.502,    100,    204,    987,    -10,     17,      5,   -259,    303,    936,   3232
       927,   4095,     23.090,     -9.912,     78.655,     98,    206,    985,    -10,     17,      6,   -237,    385,    957,   3233
       928,   4095,     23.128,     -9.922,     78.812,    101,    206,    993,     -9,     18,      8,   -244,    392,    922,   3231
       929,   4095,     23.128,     -9.955,     78.981,    102,    207,    989,    -10,     18,      7,   -229,    303,    950,   3231
       930,   4095,     23.166,     -9.989,     79.134,    100,    206,    987,     -9,     18,      6,   -192,    340,    929,   3233
       931,   4095,     23.167,    -10.030,     79.302,    102,    202,    993,     -7,     18,      8,   -318,    333,    936,   3231
       932,   4095,     23.238,    -10.050,     79.450,     98,    205,    989,     -9,     18,      7,   -222,    399,    929,   3230
       933,   4095,     23.270,    -10.065,     79.608,    101,    206,    992,    -10,     19,      5,   -251,    385,    972,   3232
       934,   4095,     23.313,    -10.076,     79.779,     96,    208,    991,    -11,     18,      7,   -266,    355,   1000,   3232
       935,   4095,     23.331,    -10.100,     79.942,    101,    206,    991,     -9,     18,      6,   -244,    348,    950,   3233
       936,   4095,     23.372,    -10.123,     80.099,     98,    205,    993,    -10,     19,      7,   -244,    377,    950,   3233
       937,   4095,     23.416,    -10.155,     80.252,     99,    204,    990,    -11,     17,      7,   -244,    377,    950,   3232
       938,   4095,     23.476,    -10.168,     80.413,     97,    207,    989,    -11,     17,      7,   -251,    385,    972,   3234
       939,   4095,     23.454,    -10.182,     80.587,    101,    208,    998,    -10,     19,      7,   -229,    318,    950,   3230
       940,   4095,     23.460,    -10.218,     80.750,    101,    205,    991,     -8,     17,      6,   -244,    333,    993,   3233
       941,   4095,     23.500,    -10.232,     80.912,    101,    206,    990,    -10,     17,      6,   -274,    377,    936,   3231
       942,   4095,     23.476,    -10.261,     81.086,    102,    208,    993,    -11,     15,      7,   -214,    288,    965,   3232
       943,   4095,     23.519,    -10.285,     81.234,    100,    204,    993,    -10,     17,      7,   -222,    399,    957,   3232
       944,   4095,     23.554,    -10.319,     81.392,    100,    204,    990,    -11,     17,      6,   -266,    355,    943,   3231
       945,   4095,     23.581,    -10.331,     81.568,     97,    207,    993,     -8,     16,      7,   -281,    325,    915,   3233
       946,   4095,     23.585,    -10.344,     81.739,    101,    208,    994,    -10,     19,      7,   -229,    318,    907,   3234
       947,   4095,     23.636,    -10.345,     81.895,     99,    208,    993,    -10,     19,      8,   -199,    392,    936,   3232
       948,   4095,     23.637,    -10.408,     82.066,     96,    204,    990,     -8,     18,      6,   -251,    266,   1043,   3230
       949,   4095,     23.686,    -10.419,     82.230,     98,    208,    989,     -9,     18,      7,   -222,    340,    900,   3230
       950,   4095,     23.737,    -10.436,     82.373,    100,    205,    993,     -9,     17,      6,   -185,    407,    922,   3232
       951,   4095,     23.792,    -10.445,     82.532,     99,    207,    990,     -9,     18,      7,   -237,    385,    943,   3229
       952,   4095,     23.809,    -10.457,     82.698,    101,    207,    993,    -10,     17,      5,   -251,    340,    886,   3233
       953,   4095,     23.828,    -10.491,     82.877,     99,    205,    989,     -8,     17,      6,   -333,    303,    965,   3233
       954,   4095,     23.820,    -10.488,     83.064,    103,    210,    993,     -8,     17,      7,   -274,    288,    850,   3233
       955,   4095,     23.817,    -10.509,     83.232,     99,    208,    996,    -10,     16,      6,   -207,    325,   1029,   3233
       956,   4095,     23.819,    -10.544,     83.406,    102,    205,    991,    -10,     18,      7,   -303,    303,    979,   3231
       957,   4095,     23.839,    -10.579,     83.560,     99,    205,    994,    -10,     18,      7,   -192,    340,    972,   3232
       958,   4095,     23.840,    -10.616,     83.722,    101,    205,    994,     -9,     19,      7,   -214,    303,    922,   3231
       959,   4095,     23.905,    -10.635,     83.879,     98,    205,    990,    -11,     19,      7,   -266,    370,    929,   3233
       960,   4095,     23.944,    -10.645,     84.041,     99,    207,    993,     -9,     17,      7,   -237,    370,    986,   3233
       961,   4095,     23.947,    -10.667,     84.213,     99,    207,    995,    -10,     17,      6,   -244,    303,    965,   3233
       962,   4095,     23.961,    -10.691,     84.379,     97,    206,    997,     -8,     18,      7,   -222,    311,    929,   3230
       963,   4095,     23.996,    -10.715,     84.548,     94,    207,    994,     -9,     18,      6,   -229,    303,    950,   3232
       964,   4095,     24.018,    -10.753,     84.712,    100,    204,    991,    -10,     17,      7,   -259,    303,    893,   3231
       965,   4095,     24.088,    -10.743,     84.869,     98,    208,    993,     -9,     16,      7,   -237,    414,    972,   3231
       966,   4095,     24.104,    -10.761,     85.037,    100,    206,    995,    -10,     19,      6,   -274,    333,    965,   3231
       967,   4095,     24.135,    -10.789,     85.206,     96,    205,    994,     -9,     16,      6,   -281,    311,    929,   3230
       968,   4095,     24.147,    -10.812,     85.369,    101,    206,    994,     -9,     18,      7,   -237,    340,   1015,   3232
       969,   4095,     24.185,    -10.868,     85.520,    100,    204,    985,     -9,     18,      7,   -185,    303,    922,   3233
       970,   4095,     24.210,    -10.883,     85.678,     99,    206,    996,     -7,     18,      7,   -214,    362,   1007,   3232
       971,   4095,     24.208,    -10.915,     85.840,    101,    205,    996,     -9,     18,      7,   -207,    311,    943,   3232
       972,   4095,     24.305,    -10.905,     85.996,     95,    208,    990,     -8,     17,      7,   -237,    399,    915,   3232
